$Revision: 1.38 $

10200012,バーベナ学園冬服スカート♀
10200013,Rバーベナ学園冬服スカート♀
10200020,不明(男性用)
10200030,プリーツミニスカート(黒)
10200040,カーゴパンツ(カーキ)♀
10200041,カーゴパンツ(黒)♀
10200042,カーゴパンツ(紺)♀
10200050,ティアードミニ(緑)
10200051,ティアードミニ(ピンク)
10200052,ティアードミニ(白)
10200053,ティアードミニ(黒無地)・未公開?
10200054,ティアードミニ(白無地)・未公開?
10200060,ラップスカート(カーキ)
10200061,ラップスカート(グレー)
10200070,チェックスカート(赤)
10200071,不明
10200080,不思議ちゃんのスカート
10200090,ショートパンツ(白)♀
10200091,ショートパンツ(オリーブ)♀
10200092,ショートパンツ(黒)♀
10200093,ショートパンツ(デニム)♀
10200094,ショートパンツ(ベージュ)♀
10200100,(男性用アイテム)
10200101,(男性用アイテム)
10200102,(男性用アイテム)
10200103,(男性用アイテム)
10200104,(男性用アイテム)
10200105,(男性用アイテム)
10200106,(男性用アイテム)
10200110,(男性用アイテム)
10200111,(男性用アイテム)
10200112,(男性用アイテム)
10200113,(男性用アイテム)
10200114,(男性用アイテム)
10200130,(男性用アイテム)
10200131,(男性用アイテム)
10200132,(男性用アイテム)
10200140,(男性用アイテム)
10200150,(男性用アイテム)
10200151,(男性用アイテム)
10200152,(男性用アイテム)
10200160,(男性用アイテム)
10200170,(男性用アイテム)
10200180,(男性用アイテム)
10200190,(男性用アイテム)
10200200,(男性用アイテム)
10200210,(男性用アイテム)
10200250,ロマンススカート(クリーム)
10200260,教師のスカート(紫)
10200261,教師のスカート(ピンク)
10200262,教師のスカート(黒)
10200270,カブリパンツ(デニム)♀
10200280,風見学園付属校・スカート
10200281,R風見学園付属校・スカート
10200282,R風見学園付属校・スカート
10200290,(男性用アイテム)
10200300,そよ風のミニスカート(黒)
10200301,そよ風のミニスカート(グレー)
10200302,そよ風のミニスカート(赤)
10200303,そよ風のミニスカート(茶)
10200304,そよ風のミニスカート(青)
10200305,そよ風のミニスカート(白)
10200306,そよ風のミニスカート(ピンク)
10200307,そよ風のミニスカート(水色)
10200310,ニットスカート(白)
10200311,ニットスカート(黒)
10200312,ニットスカート(ピンク)
10200320,ななかとお揃いのスカート♀
10200330,ヴァイススカート♀
10200331,シュヴァルツスカート♀
10200340,ヘリンボーンスカート(ピンク)
10200341,ヘリンボーンスカート(水色)
10200350,ゴスパンクスカート(赤)♀
10200351,ゴスパンクスカート(青)♀
10200360,お嬢様のジャンスカ(黒)・未公開?
10200361,お嬢様のジャンスカ(ワイン)♀
10200370,由夢とお揃いのジャージ♀下
10200380,シフォンプリーツ(ホワイト)♀
10200381,シフォンプリーツ(グレー)♀
10200382,シフォンプリーツ(ベージュ)♀
10200390,(男性用アイテム)
10200400,(男性用アイテム)
10200410,(男性用アイテム)
10200420,ジャージ♂?(黒)
10200421,ジャージ♂?(赤)
10200422,ジャージ♂?(青)
10200423,ジャージ♂?(黄)
10200424,ジャージ♂?(白)
10200430,(男性用アイテム)
10200431,(男性用アイテム)
10200432,(男性用アイテム)
10200433,(男性用アイテム)
10200434,(男性用アイテム)
10200440,(男性用アイテム)
10200460,不明
10299999,不明

10300000,プリンセスグローブ(白)
10300001,不明・消滅?
10300002,プリンセスグローブ(水色),未公開
10300003,不明・消滅?
10300004,プリンセスグローブ(黒)
10300005,不明・消滅?
10300010,しましまアームカバー(赤)
10300011,しましまアームカバー(青)
10300012,しましまアームカバー(緑)
10300020,肉球手袋
10300030,(男性用アイテム)
10300040,(男性用アイテム)
10300041,不明(男性用)
10300042,不明(男性用)
10300050,(男性用アイテム)
10300060,(男性用アイテム)
10300061,不明(男性用)
10300062,不明(男性用)
10300063,不明(男性用)
10300070,(男性用アイテム)
10300071,不明(男性用)
10300080,メリーメリーグローブ(赤白)♀
10300081,メリーメリーグローブ(白白)♀
10300090,ポンポンニットグローブ
10300100,レースの手袋♀(ピンク)
10300101,レースの手袋♀(黒)

10400000,無地ソックス(白)
10400001,無地ソックス(紺)
10400002,無地ソックス(黒)
10400003,無地ソックス(ピンク)
10400004,無地ソックス(水色)
10400010,オーバーニー(灰)♀
10400011,オーバーニー(黒)♀
10400012,オーバーニー(白)♀
10400013,オーバーニー(白黒)♀
10400014,オーバーニー(赤黒)♀
10400015,オーバーニー(橙黒)♀
10400016,オーバーニー(水色)♀
10400017,オーバーニー(黒)♀
10400018,オーバーニー(水色&白)♀
10400019,オーバーニー(ピンク&白)♀
10400020,しましまソックス(水色)
10400021,しましまソックス(ピンク)
10400022,しましまソックス(赤)
10400023,しましまソックス(白)
10400024,しましまソックス(オレンジ)
10400030,メンズソックス
10400031,メンズソックス
10400032,メンズソックス
10400033,メンズソックス
10400034,メンズソックス
10400040,スニーカーソックス(白)
10400041,スニーカーソックス(白黒)
10400042,スニーカーソックス(グレー)
10400043,スニーカーソックス(黒)
10400044,スニーカーソックス(赤)
10400045,スニーカーソックス(青?)
10400060,ひざ上オーバーニー(白)
10400061,ひざ上オーバーニー(黒)
10400062,ひざ上オーバーニー(こげ茶)
10400070,木綿の白足袋
10400080,リボンオーバーニー(ピンク)
10400081,リボンオーバーニー(黒)
10400090,小恋とお揃いのオーバーニー(白)
10400100,関羽とお揃い靴下♀
10499990,無地ハイソックス(灰)
10499991,不明(男性用?)
10499992,不明(男性用?)
10499993,不明(男性用?)
10499994,不明(男性用?)
10499999,無地ハイソックス(黒)・未公開?

10500000,ワークシューズ(赤)
10500010,キャンバススニーカー(黒)
10500011,キャンバススニーカー(白)
10500012,キャンバススニーカー(緑)
10500020,チャイナヒール(青)
10500021,チャイナヒール(赤)
10500022,チャイナヒール(白)
10500023,チャイナヒール(桜)
10500030,バーベナ学園・女子シューズ
10500031,Rバーベナ学園・女子シューズ
10500032,Rバーベナ学園・女子シューズ
10500040,ローファー(茶),革の～/学生～
10500041,亜沙とお揃いのローファー,ローファー(黒)
10500050,音姫とお揃いのブーツ
10500060,ミリタリーロングブーツ(迷彩)
10500070,(男性用アイテム)
10500071,(男性用アイテム)
10500072,(男性用アイテム)
10500090,アイコンのみ(黒ローファー)・未使用?
10500091,アイコンのみ(茶ローファー)・未使用?
10500100,アイコンのみ(下駄),未使用?
10500110,バスケットシューズ♂
10500111,バスケットシューズ♂
10500112,バスケットシューズ♂
10500120,(男性用アイテム)
10500130,革のハイヒール(黒)
10500131,革のハイヒール(白)
10500132,革のハイヒール(金)
10500133,革のハイヒール(ピンク)
10500134,革のハイヒール(赤)
10500135,革のハイヒール(青)
10500136,不明・消滅?
10500150,ウェスタンブーツ(こげ茶)♀
10500151,ウェスタンブーツ(黒)♀
10500152,ウェスタンブーツ(茶)♀
10500160,小恋とお揃いの靴♀?
10500180,四角い黄色いもの? 背高い
10500190,ムートンブーツ(ベージュ)
10500191,ムートンブーツ(白)
10500192,ムートンブーツ(茶)
10500200,メリーメリーブーツ(赤白)♀
10500201,メリーメリーブーツ(白白)♀
10500210,船形下駄(赤)
10500211,船形下駄(黒)
10500212,船形下駄(黄)
10500213,船形下駄(青)
10500220,足ティッシュ
10500230,ヴァイスブーツ♀
10500231,シュヴァルツブーツ♀
10500240,ゴスロリワルツシューズ♀(黒)
10500250,レースのシューズ♀(白)
10500260,ショートブーツ(黒)
10500261,ショートブーツ(茶)
10500270,ニーハイブーツ♀(黒)
10500271,ニーハイブーツ♀(白)
10500280,ゴスパンクシューズ♀(黒)
10500281,ゴスパンクシューズ♀(白)
10500290,バレリーナシューズ♀(白)
10500291,バレリーナシューズ♀(黒)
10500300,茶色のローファー風・未公開
10500310,ななかとお揃いのブーツ♀
10500320,雪村杏とお揃いの靴♀
10500330,喫茶フローラシューズ♀
10500340,関羽とお揃いの靴♀
10500350,不明
10500360,不明

10600000,プリティーブラ(ピンク)
10600001,プリティーブラ(白)
10600002,プリティーブラ(黄)
10600010,チェックの紐ブラ(水色)
10600020,音姫とお揃いのブラ
10600030,Ｔシャツブラ(ベージュ)
10600040,不明

10700000,プリティーショーツ(ピンク)
10700001,プリティーショーツ(白)
10700002,プリティーショーツ(黄)
10700010,チェックの紐パン(水色)♀
10700020,音姫とお揃いショーツ
10700030,(男性用アイテム)
10700031,(男性用アイテム)
10700032,(男性用アイテム)
10700040,不明
10700041,不明
10700042,不明
10700050,(男性用アイテム)
10700051,(男性用アイテム)
10700052,(男性用アイテム)
10700060,ダイヤ柄ストッキング(黒)
10700061,ダイヤ柄ストッキング(赤)
10700062,ダイヤ柄ストッキング(ベージュ)
10700063,ダイヤ柄ストッキング(紫)
10700070,ニットタイツ(グレー)
10700071,ニットタイツ(黒)
10700072,風子とお揃いのタイツ♀
10700080,雪村杏とお揃いのオーバーニー♀
10700090,喫茶フローラソックス(白)♀
10700100,喫茶フローラソックス(黒)♀
10700110,縞パン(青),未公開
10700111,縞パン(緑),未公開
10700111,縞パン(ピンク),未公開
10700120,不明

10800000,ふちなしメガネ
10800010,ノーマルフレーム(黒)
10800011,ノーマルフレーム(金)
10800012,ノーマルフレーム(銀)
10800020,モードフレーム(赤)
10800021,モードフレーム(緑)
10800022,モードフレーム(黄色)
10800023,モードフレーム(青)
10800030,スクエアフレーム(緑)
10800031,スクエアフレーム(水色)
10800032,スクエアフレーム(ピンク)
10800040,教育ママのメガネ(銀)
10800041,教育ママのメガネ(金)
10800042,教育ママのメガネ(黒)
10800050,オールドサングラス(黒)
11800051,不明
11800052,不明
10800060,サイバーなゴーグル
10800070,ゴーストマスク
10800080,ふわふわピアス(白)
10800081,ふわふわピアス(黒)
10800082,ふわふわピアス(オフホワイト)
10800090,ガーゼの眼帯
10800091,ローズアイパッチ
10800092,海賊の眼帯
10800100,フープピアス(金)
10800101,フープピアス(銀)
10800110,鼻眼鏡
10800120,ぐるぐる眼鏡(黒),未公開
10800121,ぐるぐる眼鏡(白),未公開
10800130,不明
10899999,団長腕輪,削除された?

10900000,朝倉音姫ウィッグ
10900010,リシアンサスウィッグ
10900020,古河渚ウィッグ
10900030,お嬢様ロング(ブラウン)
10900031,お嬢様ロング(ブラック)
10900032,お嬢様ロング(ディープレッド)
10900033,お嬢様ロング(ライトブラウン)
10900034,お嬢様ロング(グレー)
10900040,クラシックボブ(ブラウン)
10900041,クラシックボブ(ブラック)
10900042,クラシックボブ(ディープレッド)
10900043,クラシックボブ(ライトブラウン)
10900044,クラシックボブ(グレー)
10900050,カチューシャボブ(ダークブルー)
10900051,カチューシャボブ(ダークレッド)
10900052,カチューシャボブ(ブラウン)
10900053,カチューシャボブ(グレー)
10900054,カチューシャボブ(パープル)
10900060,プチツイン(ダークブルー)
10900061,プチツイン(ダークレッド)
10900062,プチツイン(ブラウン)
10900063,プチツイン(グレー)
10900064,プチツイン(パープル)
10900070,ガーリーポニーテール(ブラウン)
10900071,ガーリーポニーテール(ブルー)
10900072,ガーリーポニーテール(グリーン)
10900073,ガーリーポニーテール(パープル)
10900074,ガーリーポニーテールオレンジ
10900080,スプリングレイヤー(ブラウン)
10900081,スプリングレイヤー(ブルー)
10900082,スプリングレイヤー(グリーン)
10900083,スプリングレイヤー(パープル)
10900084,スプリングレイヤー(オレンジ)
10900090,不明
10900100,不明
10900101,不明
10900102,不明
10900103,不明
10900104,不明
10900110,消滅? ショートボブ?(焦茶)
10900111,消滅? ショートボブ?(水色)
10900112,消滅? ショートボブ?(茶)
10900113,消滅? ショートボブ?(紫)
10900114,消滅? ショートボブ?(黒)
10900120,不明
10900121,不明
10900122,不明
10900123,不明
10900124,不明
10900140,おかっぱ(黒) NPC用
10900141,おかっぱ(水色) 未公開?
10900142,おかっぱ(焦茶) 未公開?
10900143,おかっぱ(茶) 未公開?
10900144,おかっぱ(金) 未公開?
10900150,ショート(紫) NPC用
10900160,ポニーテール(薄茶) NPC用
10900161,ポニーテール(灰) 未公開?
10900162,ポニーテール(白) 未公開?
10900163,ポニーテール(金) 未公開?
10900164,ポニーテール(緑) 未公開?
10900170,セクシーヘア(濃紫) NPC用
10900171,セクシーヘア(濃茶) 未公開?
10900172,セクシーヘア(薄茶) 未公開?
10900173,セクシーヘア(灰) 未公開?
10900174,セクシーヘア(薄紫) 未公開?
10900180,エレガントボブ(ブラウン)
10900181,エレガントボブ(水色) 未公開?
10900182,エレガントボブ(緑) 未公開?
10900183,エレガントボブ(パープル)
10900184,エレガントボブ(薄茶) 未公開?
10900190,不明(男性用?)
10900200,ネリネウィッグ♀
10900210,芙蓉楓ウィッグ♀
10900220,朝倉由夢ウィッグ♀
10900230,白河ななかウィッグ♀
10900240,雪村杏ウィッグ♀ 未公開?
10900250,月島小恋ウィッグ♀ 未公開?
10900260,藤林杏ウィッグ♀
10900270,坂上智代ウィッグ♀
10900280,一ノ瀬ことみウィッグ♀
10900290,伊吹風子ウィッグ♀
10900300,プリムラウィッグ♀
10900310,時雨亜沙ウィッグ♀

10910010,名称不明(黒),未公開?
10910020,名称不明(エメラルドグリーン),未公開?
10910030,不明(男性用?)
10910031,不明(男性用?)
10910032,不明(男性用?)
10910033,不明(男性用?)
10910034,不明(男性用?)
10910040,不明(男性用?)
10910041,不明(男性用?)
10910042,不明(男性用?)
10910043,不明(男性用?)
10910044,不明(男性用?)
10910050,不明(男性用?)
10910051,不明(男性用?)
10910052,不明(男性用?)
10910053,不明(男性用?)
10910054,不明(男性用?)
10910060,不明(男性用?)
10910061,不明(男性用?)
10910062,不明(男性用?)
10910063,不明(男性用?)
10910064,不明(男性用?)

10920010,不明(男性用?)
10920011,不明(男性用?)
10920012,不明(男性用?)
10920013,不明(男性用?)
10920014,不明(男性用?)
10920020,不明(男性用?)
10920021,不明(男性用?)
10920022,不明(男性用?)
10920023,不明(男性用?)
10920024,不明(男性用?)
10920030,不明(男性用?)
10920031,不明(男性用?)
10920032,不明(男性用?)
10920033,不明(男性用?)
10920034,不明(男性用?)
10920040,不明(男性用?)
10920041,不明(男性用?)
10920042,不明(男性用?)
10920043,不明(男性用?)
10920044,不明(男性用?)

10930010,ショート系(水色)
10930011,ショート系(茶)
10930012,ショート系(ピンク)
10930013,ショート系(金)
10930014,ショート系(黒)
10930020,ロングストレート(ブルー)
10930021,ロングストレート(ブラウン)
10930022,ロングストレート(ピンク)
10930023,ロングストレート(ゴールド)
10930024,ロングストレート(ブラック)
10930030,小悪魔ツイン(ライトブルー)
10930031,小悪魔ツイン(ブラウン)
10930032,小悪魔ツイン(ピンク)
10930033,小悪魔ツイン(ゴールド)
10930034,小悪魔ツイン(ブラック)
10930040,ミディアムボブ(ライトブルー)
10930041,ミディアムボブ(ブラウン)
10930042,ミディアムボブ(ピンク)
10930043,ミディアムボブ(ゴールド)
10930044,ミディアムボブ(ブラック)
10930050,ハッピーアフロ(ブラック)
10930051,ハッピーアフロ(グリーン)
10930052,ハッピーアフロ(ピンク)
10930053,ハッピーアフロ(イエロー)

110xxxxx,家具
111xxxxx,存在せず?
112xxxxx,存在せず?
113xxxxx,存在せず?

11400000,天使の羽(白)
11400001,天使の羽(水色)
11400002,天使の羽(黒)
11400010,悪魔の羽(黒)
11400011,悪魔の羽(紫)
11400012,悪魔の羽(赤紫)
11400020,スクールリュック
11400021,スクールリュック
11400030,リュックサック
11400040,黒マント
11400050,背負いティッシュ
11400060,たれうさリュック(モカ)
11400061,たれうさリュック(黒)
11400062,たれうさリュック(白)
11400070,くらにゃど「ネコ」しっぽ
11400080,くらにゃど「くま」しっぽ
11400090,くらにゃど「きつね」しっぽ
11400100,くらにゃど「うさぎ」しっぽ
11400110,くらにゃど「いぬ」しっぽ

11500000,団長腕章
11500010,レザーブレスレッド(白)
11500011,レザーブレスレッド(黒)
11500012,レザーブレスレッド(茶)
11500040,風見学園・生徒会腕章
11500050,リシアンサスとお揃いのリボン
11500060,腕ティッシュ
11500070,ファーブレス(白)
11500080,チェーンブレス(黒)♀
11500081,チェーンブレス(白)♀
11500090,喫茶フローラリストリボン♀
11500100,チェーンブレス(黒)♂
11500101,チェーンブレス(白)♂

11600000,ネコの首輪♀
11600010,光坂高校・指定ネクタイ
11600011,不明
11600020,バーベナ学園・指定ネクタ
11600030,ティッシュ黒 ???
11600040,ポンポンニットマフラー(緑)♂
11600041,ポンポンニットマフラー(赤)♂
11600042,ポンポンニットマフラー(白)♂
11600050,ポンポンニットマフラー(緑)♀
11600051,ポンポンニットマフラー(赤)♀
11600052,ポンポンニットマフラー(白)♀
11600053,ポンポンニットマフラー(緑)♂?
11600054,ポンポンニットマフラー(赤)♂?
11600055,ポンポンニットマフラー(白)♂?
11600060,王冠のネックレス(金)
11600061,王冠のネックレス(金)
11600070,クロスチョーカー(金)
11600071,クロスチョーカー(銀)
11600080,ジップパンクタイ(赤黒)
11600081,ジップパンクタイ(白黒)
11600090,リボンネックレス(黒)
11600091,リボンネックレス(ワイン)
11600100,大きい蝶リボン(黒)
11600101,大きい蝶リボン(赤)
11600102,大きい蝶リボン(茶?)
11600110,音姫にもらったマフラー♂
11600130,音姫にもらったマフラー♀
11600150,ネックレス(名称不明)
11600160,不明

11700020,プチリボン(黄)
11700021,プチリボン(薄紫)
11700022,プチリボン(赤)
11700023,プチリボン(黒)
11700024,プチリボン(青)
11700030,リボンカチューシャ(赤)
11700031,リボンカチューシャ(ピンク)
11700032,リボンカチューシャ(黄)
11700033,リボンカチューシャ(水)
11700034,リボンカチューシャ(黒)
11700040,ケモ耳(茶),未公開?
11700050,うさみみ(白),未公開?
11700051,うさみみ(黒),未公開?
11700060,ねこみみ(白)
11700070,うさみみ(ピンク),未公開?
11700080,メモリアルクラウン(赤)♂
11700081,メモリアルクラウン(青)♂
11700090,メモリアルクラウン(赤)♀
11700091,メモリアルクラウン(青)♀
11700100,由夢とお揃いのシニヨンカバー♀?
11700110,頭ティッシュ
11700120,ホワイトブリム
11700130,トナカイカチューシャ
11700140,初春の大きなリボン(黄)
11700141,初春の大きなリボン(ピンク)
11700150,くらにゃど「ネコ」みみ
11700160,くらにゃど「くま」みみ
11700170,くらにゃど「きつね」みみ
11700180,くらにゃど「うさぎ」みみ
11700190,くらにゃど「いぬ」みみ
11700200,もこもこ耳当て
11700210,リボンシルクハット(ピンク)
11700211,リボンシルクハット(黒)
11700220,オデット姫のティアラ(金)
11700221,オデット姫のティアラ(銀)
11700230,不明
11700240,和リボンのパッチンどめ(青緑)
11700241,和リボンのパッチンどめ(群青)
11700242,和リボンのパッチンどめ(黒紅)
11700243,和リボンのパッチンどめ(葡萄)
11700244,和リボンのパッチンどめ(薄萌葱)
