$Revision: 1.2 $

30047,凄い、当たってます,
30048,違います,
30049,はぁぁぁぁぁぁ！！,
,休んでも、いい？,【無い】
30051,呼びかけ,
30052,ん?と…,
30053,よろしくお願いします,
30058,朝の挨拶,
30059,昼の挨拶,
30060,夜の挨拶,
30061,帰りの挨拶,
30062,ごめんなさい,
30063,あなたは？,
30064,あけましておめでとう,
30065,ハッピーバレンタイン,
30066,ホワイトデーの？,
,お花見♪,【無い】
,ゴールデンウィーク♪,【無い】
,紫陽花とでんでん虫,【無い】
,早く夏休みに?,【無い】
30070,三日間の夏祭り？,
,まだまだ残暑が?,【無い】
30072,トリックオアトリート,
30073,学園祭楽しみ♪,
30074,メリークリスマス,
30075,1時です,
30076,2時です,
30077,3時です,
30078,4時です,
30079,5時です,
30080,6時です,
30081,7時です,しちじです
30082,8時です,
30083,9時です,
30084,10時です,
30085,11時です,
30086,12時です,
30087,おやすみの挨拶,
30088,おいしそう?♪,
30089,うー、おいしくない,ううう、これちょっとまずいかも
,Welcome,【無い】
30091,おつかれさま♪,
30092,メール着信,
,定期メンテナンス告知,【無い】
30094,臨時メンテナンス告知,
30095,ログアウト誘導,
,NowLoading,【無い】
30097,ちょっとだけ待って,
30098,午後7時ごろ時報,
30099,午後10時ごろ時報,
30100,午前0時ごろ時報,
30101,午前2時ごろ時報,
30102,午前5時ごろ時報,
30103,きゃあっ！,
30104,おねがいしますっ,
,ぱちぱちぱちぱち?,【無い】
,じゃーんけーんぽんっ,【無い】
,あーいこーでしょ,【無い】
30108,勝利,
30109,敗北,
,祝う（おめでとう）,【無い】
30111,告白（あなたのこと…）,
30112,告白（好き♪）,
30113,告白（大好き♪）,
30114,恥ずかしい,
30115,誕生日（おめでとう）,
30116,嫌い（はっきり）,
30117,嫌い（本当は…）,
30118,罵声（変態っ）,へんったいっ
30119,罵声（へんたーいっ）,へんたーい。抑揚なく
30120,罵声（変態っ！）,へんたーい！
30121,罵声（…変態）,っ…！変態。
30125,罵声（このダメ人間）,この駄目人間！
30126,罵声（バカっ）,バカっ
30127,罵声（バーカ×3）,バーカ、バーカ、バーカ
30129,罵声（信じられない）,信じられない
30131,罵声（そっちじゃ…）,そっちじゃないよぉ…
30132,罵声（もう知らない）,もうしーらないっ
30134,罵声（キモイ）,キモイ！
30135,罵声（キモーイ）,キモーイ
30136,罵声（…キモイ）,キモイさらっと
30137,罵声（キモイっ！）,キモイっ！
30138,罵声（やっちまった）,やっちまったぁ?…
30139,罵声（外神田の野郎）,外神田の野郎！
30140,罵声（伴龍の野郎）,伴龍の野郎！
30141,罵声（松村和俊って）,松村和俊って、ただのデブだよねぇ?
30143,罵声（ロリコンども）,このロリコンどもめ
30145,罵声（アホっ）,アホっ
30146,罵声（顔、近いよ）,顔、近いよ
30147,罵声（べとべと?）,べとべとしてる?
30148,罵声（食べすぎだよ）,いつも食べすぎだよ
30149,罵声（明日来やがれ）,明日きやがれ
30150,罵声（半径１ｍ以内）,半径１ｍ以内に、近寄らないでください
30151,罵声（燃費悪っ）,燃費悪っ
30152,罵声（お前犬っぽい）,お前、犬っぽいなぁ?
30153,罵声（肉球、肉球）,肉球、肉球
30155,罵声（だらしないよ）,だらしないよ…
